time,node,f0,f1,f2,f3,y
1,39,32.0,-0.10646723955869675,2.0,0.41558441519737244,32.0
1,40,1.0,-0.08874974399805069,2.0,0.25,1.0
1,41,3.0,-0.03557118773460388,2.0,0.6000000238418579,3.0
1,42,1.0,-0.11521577090024948,2.0,0.07692307978868484,1.0
1,43,0.0,-0.1030074954032898,2.0,0.0,0.0
1,44,0.0,-0.1593787670135498,2.0,0.0,0.0
1,45,1.0,-0.10103587806224823,2.0,0.3333333432674408,1.0
1,46,0.0,-0.06687276065349579,2.0,0.0,0.0
2,0,3.0,-0.05203865468502045,3.0,0.06382978707551956,3.0
2,1,1.0,-0.09137960523366928,3.0,0.10000000149011612,1.0
2,2,0.0,-0.03981693461537361,3.0,0.0,0.0
2,3,1.0,-0.08287935703992844,3.0,0.0833333358168602,1.0
2,4,2.0,-0.10223053395748138,3.0,0.25,2.0
2,5,1.0,-0.1328573375940323,3.0,0.25,1.0
2,6,2.0,-0.05474938452243805,3.0,0.25,2.0
2,7,2.0,-0.12668749690055847,3.0,0.04651162773370743,2.0
2,8,0.0,-0.09143250435590744,3.0,0.0,0.0
2,9,1.0,-0.10372503846883774,3.0,0.0476190485060215,1.0
2,10,14.0,-0.0671701431274414,3.0,0.1458333283662796,14.0
2,11,5.0,-0.10191099345684052,3.0,0.02994011901319027,5.0
2,12,98.0,-0.07101422548294067,3.0,0.1558028608560562,98.0
2,13,25.0,-0.0904051810503006,3.0,0.16447368264198303,25.0
2,14,0.0,-0.054270632565021515,3.0,0.0,0.0
2,15,3.0,-0.08809307217597961,3.0,0.3333333432674408,3.0
2,16,1.0,-0.11715280264616013,3.0,0.0833333358168602,1.0
2,17,9.0,-0.09031226485967636,3.0,0.30000001192092896,9.0
2,18,0.0,-0.06437984853982925,3.0,0.0,0.0
2,19,0.0,-0.09335498511791229,3.0,0.0,0.0
2,20,5.0,-0.04501483589410782,3.0,0.1428571492433548,5.0
2,21,1.0,-0.05418909341096878,3.0,0.09090909361839294,1.0
2,22,7.0,-0.07064276188611984,3.0,0.0560000017285347,7.0
2,23,1.0,-0.05589662492275238,3.0,0.09090909361839294,1.0
2,24,1.0,-0.07646988332271576,3.0,0.1666666716337204,1.0
2,25,12.0,-0.06125505641102791,3.0,0.16438356041908264,12.0
2,26,33.0,-0.19000771641731262,3.0,0.1380753070116043,33.0
2,27,7.0,-0.08165821433067322,3.0,0.04964539036154747,7.0
2,28,4.0,-0.10552222281694412,3.0,0.3333333432674408,4.0
2,29,2.0,-0.07232869416475296,3.0,0.25,2.0
2,30,0.0,-0.06630109995603561,3.0,0.0,0.0
2,31,0.0,-0.08718262612819672,3.0,0.0,0.0
2,32,2.0,-0.13741499185562134,3.0,0.25,2.0
2,33,5.0,-0.11731057614088058,3.0,0.4545454680919647,5.0
2,34,0.0,-0.07797736674547195,3.0,0.0,0.0
2,35,0.0,-0.08062389492988586,3.0,0.0,0.0
2,36,0.0,-0.07897760719060898,3.0,0.0,0.0
2,37,3.0,-0.09779154509305954,3.0,0.27272728085517883,3.0
2,38,1.0,-0.09670770913362503,3.0,0.10000000149011612,1.0
2,39,22.0,-0.06724938005208969,3.0,0.2291666716337204,22.0
2,40,0.0,-0.0884723886847496,3.0,0.0,0.0
2,41,3.0,-0.08685494214296341,3.0,0.375,3.0
2,42,0.0,-0.0626152753829956,3.0,0.0,0.0
2,43,1.0,-0.0603206641972065,3.0,0.03333333507180214,1.0
2,44,0.0,-0.09792761504650116,3.0,0.0,0.0
2,45,1.0,-0.025251837447285652,3.0,0.25,1.0
2,46,0.0,-0.06697609275579453,3.0,0.0,0.0
3,0,5.0,-0.0679653063416481,4.0,0.09615384787321091,5.0
3,1,2.0,-0.08812294155359268,4.0,0.1666666716337204,2.0
3,2,0.0,-0.08172386139631271,4.0,0.0,0.0
3,3,6.0,-0.07536248862743378,4.0,0.3333333432674408,6.0
3,4,1.0,-0.08656571805477142,4.0,0.1111111119389534,1.0
3,5,5.0,-0.12686635553836823,4.0,0.5555555820465088,5.0
3,6,1.0,-0.06547214090824127,4.0,0.1111111119389534,1.0
3,7,10.0,-0.1278747320175171,4.0,0.18867924809455872,10.0
3,8,0.0,-0.10781765729188919,4.0,0.0,0.0
3,9,4.0,-0.10679891705513,4.0,0.1599999964237213,4.0
3,10,17.0,-0.06481461226940155,4.0,0.1517857164144516,17.0
3,11,20.0,-0.09122471511363983,4.0,0.10869564861059189,20.0
3,12,92.0,-0.06574968248605728,4.0,0.12813369929790497,92.0
3,13,31.0,-0.06921063363552094,4.0,0.16939890384674072,31.0
3,14,3.0,-0.057937584817409515,4.0,0.11538461595773697,3.0
3,15,0.0,-0.0642189234495163,4.0,0.0,0.0
3,16,8.0,-0.09357666224241257,4.0,0.4000000059604645,8.0
3,17,12.0,-0.0892198383808136,4.0,0.2857142984867096,12.0
3,18,2.0,-0.0626436099410057,4.0,0.20000000298023224,2.0
3,19,1.0,-0.06002255156636238,4.0,0.125,1.0
3,20,4.0,-0.039397232234478,4.0,0.10256410390138626,4.0
3,21,2.0,-0.05520489066839218,4.0,0.1538461595773697,2.0
3,22,12.0,-0.06637110561132431,4.0,0.08759123831987381,12.0
3,23,1.0,-0.08304467797279358,4.0,0.0833333358168602,1.0
3,24,6.0,-0.07061082869768143,4.0,0.5,6.0
3,25,18.0,-0.03526794910430908,4.0,0.20224718749523163,18.0
3,26,35.0,-0.18302679061889648,4.0,0.12820513546466827,35.0
3,27,6.0,-0.09935440123081207,4.0,0.040816325694322586,6.0
3,28,2.0,-0.09230803698301315,4.0,0.1428571492433548,2.0
3,29,1.0,-0.062458936125040054,4.0,0.125,1.0
3,30,0.0,-0.09888871014118195,4.0,0.0,0.0
3,31,0.0,-0.05658262223005295,4.0,0.0,0.0
3,32,2.0,-0.14095985889434814,4.0,0.20000000298023224,2.0
3,33,2.0,-0.10261313617229462,4.0,0.1538461595773697,2.0
3,34,1.0,-0.0950402021408081,4.0,0.20000000298023224,1.0
3,35,0.0,-0.0763750970363617,4.0,0.0,0.0
3,36,0.0,-0.06576468795537949,4.0,0.0,0.0
3,37,7.0,-0.0729244202375412,4.0,0.4117647111415863,7.0
3,38,2.0,-0.09204377233982086,4.0,0.1666666716337204,2.0
3,39,19.0,-0.08926809579133987,4.0,0.1666666716337204,19.0
3,40,2.0,-0.0724998265504837,4.0,0.3333333432674408,2.0
3,41,1.0,-0.07443232089281082,4.0,0.1111111119389534,1.0
3,42,3.0,-0.079796701669693,4.0,0.1875,3.0
3,43,1.0,-0.06653550267219543,4.0,0.032258063554763794,1.0
3,44,4.0,-0.08020196855068207,4.0,0.5714285969734192,4.0
3,45,0.0,-0.040226709097623825,4.0,0.0,0.0
3,46,2.0,-0.0790109783411026,4.0,0.20000000298023224,2.0
4,0,3.0,-0.0696161538362503,5.0,0.05454545468091965,3.0
4,1,0.0,-0.09118370711803436,5.0,0.0,0.0
4,2,0.0,-0.06414448469877243,5.0,0.0,0.0
4,3,2.0,-0.07162612676620483,5.0,0.10000000149011612,2.0
4,4,1.0,-0.06445232033729553,5.0,0.10000000149011612,1.0
4,5,2.0,-0.1704651415348053,5.0,0.1818181872367859,2.0
4,6,5.0,-0.027111362665891647,5.0,0.3571428656578064,5.0
4,7,5.0,-0.16757498681545258,5.0,0.08620689809322357,5.0
4,8,0.0,-0.09037774056196213,5.0,0.0,0.0
4,9,1.0,-0.1176200732588768,5.0,0.03846153989434242,1.0
4,10,25.0,-0.07323465496301651,5.0,0.18248175084590912,25.0
4,11,26.0,-0.14308936893939972,5.0,0.12380952388048172,26.0
4,12,118.0,-0.07445523142814636,5.0,0.1419975906610489,118.0
4,13,21.0,-0.06536926329135895,5.0,0.10294117778539658,21.0
4,14,0.0,-0.05319498851895332,5.0,0.0,0.0
4,15,2.0,-0.0526881106197834,5.0,0.1818181872367859,2.0
4,16,8.0,-0.13059663772583008,5.0,0.2857142984867096,8.0
4,17,4.0,-0.09924954921007156,5.0,0.08695652335882187,4.0
4,18,1.0,-0.03930440545082092,5.0,0.09090909361839294,1.0
4,19,1.0,-0.0905662551522255,5.0,0.1111111119389534,1.0
4,20,7.0,-0.035004790872335434,5.0,0.15555556118488312,7.0
4,21,1.0,-0.06296934187412262,5.0,0.0714285746216774,1.0
4,22,19.0,-0.040273603051900864,5.0,0.12179487198591232,19.0
4,23,0.0,-0.07887303829193115,5.0,0.0,0.0
4,24,3.0,-0.07974041998386383,5.0,0.20000000298023224,3.0
4,25,10.0,-0.02531120926141739,5.0,0.10101009905338287,10.0
4,26,41.0,-0.23012787103652954,5.0,0.1309904158115387,41.0
4,27,15.0,-0.10052908957004547,5.0,0.09259258955717087,15.0
4,28,3.0,-0.1660422831773758,5.0,0.1764705926179886,3.0
4,29,0.0,-0.04990588501095772,5.0,0.0,0.0
4,30,0.0,-0.09389203786849976,5.0,0.0,0.0
4,31,0.0,-0.054377783089876175,5.0,0.0,0.0
4,32,1.0,-0.18589133024215698,5.0,0.09090909361839294,1.0
4,33,2.0,-0.13085967302322388,5.0,0.13333334028720856,2.0
4,34,1.0,-0.12781859934329987,5.0,0.1666666716337204,1.0
4,35,0.0,-0.06222938001155853,5.0,0.0,0.0
4,36,0.0,-0.10638075321912766,5.0,0.0,0.0
4,37,1.0,-0.1005295142531395,5.0,0.0555555559694767,1.0
4,38,3.0,-0.13422374427318573,5.0,0.20000000298023224,3.0
4,39,27.0,-0.10078312456607819,5.0,0.19148936867713928,27.0
4,40,1.0,-0.07118114084005356,5.0,0.1428571492433548,1.0
4,41,2.0,-0.06373731046915054,5.0,0.1818181872367859,2.0
4,42,0.0,-0.08461563289165497,5.0,0.0,0.0
4,43,1.0,-0.06055327132344246,5.0,0.03125,1.0
4,44,1.0,-0.08481179922819138,5.0,0.125,1.0
4,45,0.0,-0.013202302157878876,5.0,0.0,0.0
4,46,5.0,-0.06827231496572495,5.0,0.3333333432674408,5.0
5,0,1.0,-0.14218327403068542,6.0,0.017543859779834747,1.0
5,1,0.0,-0.16831813752651215,6.0,0.0,0.0
5,2,0.0,-0.1381460726261139,6.0,0.0,0.0
5,3,3.0,-0.16981439292430878,6.0,0.1304347813129425,3.0
5,4,0.0,-0.09924852848052979,6.0,0.0,0.0
5,5,3.0,-0.30086565017700195,6.0,0.2142857164144516,3.0
5,6,2.0,-0.10484128445386887,6.0,0.125,2.0
5,7,5.0,-0.28950655460357666,6.0,0.08064515888690948,5.0
5,8,0.0,-0.17192402482032776,6.0,0.0,0.0
5,9,0.0,-0.2146969586610794,6.0,0.0,0.0
5,10,25.0,-0.1477927416563034,6.0,0.15625,25.0
5,11,26.0,-0.20715318620204926,6.0,0.11255411058664322,26.0
5,12,141.0,-0.1308383047580719,6.0,0.14611399173736572,141.0
5,13,27.0,-0.19312644004821777,6.0,0.1189427301287651,27.0
5,14,0.0,-0.0902719721198082,6.0,0.0,0.0
5,15,0.0,-0.16971643269062042,6.0,0.0,0.0
5,16,11.0,-0.21310096979141235,6.0,0.28205129504203796,11.0
5,17,7.0,-0.1896085888147354,6.0,0.13461539149284363,7.0
5,18,2.0,-0.11308582872152328,6.0,0.1538461595773697,2.0
5,19,1.0,-0.13150720298290253,6.0,0.1111111119389534,1.0
5,20,11.0,-0.047561369836330414,6.0,0.1964285671710968,11.0
5,21,0.0,-0.09320291876792908,6.0,0.0,0.0
5,22,7.0,-0.11814982444047928,6.0,0.043478261679410934,7.0
5,23,0.0,-0.14219321310520172,6.0,0.0,0.0
5,24,1.0,-0.16512183845043182,6.0,0.0625,1.0
5,25,9.0,-0.14600789546966553,6.0,0.0833333358168602,9.0
5,26,21.0,-0.36727017164230347,6.0,0.06461538374423981,21.0
5,27,13.0,-0.19261230528354645,6.0,0.09219858050346375,13.0
5,28,1.0,-0.17058779299259186,6.0,0.0555555559694767,1.0
5,29,2.0,-0.10490577667951584,6.0,0.2222222238779068,2.0
5,30,0.0,-0.14294372498989105,6.0,0.0,0.0
5,31,0.0,-0.1601700335741043,6.0,0.0,0.0
5,32,1.0,-0.31586363911628723,6.0,0.0833333358168602,1.0
5,33,0.0,-0.2556358873844147,6.0,0.0,0.0
5,34,4.0,-0.21403321623802185,6.0,0.4000000059604645,4.0
5,35,0.0,-0.14384295046329498,6.0,0.0,0.0
5,36,0.0,-0.20963670313358307,6.0,0.0,0.0
5,37,1.0,-0.17870628833770752,6.0,0.0555555559694767,1.0
5,38,7.0,-0.25597697496414185,6.0,0.3181818127632141,7.0
5,39,16.0,-0.18254409730434418,6.0,0.10191082954406738,16.0
5,40,2.0,-0.1704537272453308,6.0,0.2222222238779068,2.0
5,41,1.0,-0.15339700877666473,6.0,0.09090909361839294,1.0
5,42,1.0,-0.152363121509552,6.0,0.05882352963089943,1.0
5,43,0.0,-0.10045042634010315,6.0,0.0,0.0
5,44,2.0,-0.1761280596256256,6.0,0.2222222238779068,2.0
5,45,0.0,-0.032928235828876495,6.0,0.0,0.0
5,46,0.0,-0.1088794395327568,6.0,0.0,0.0
6,0,0.0,-0.07836174964904785,0.0,0.0,0.0
6,1,0.0,-0.09673666954040527,0.0,0.0,0.0
6,2,0.0,-0.06557012349367142,0.0,0.0,0.0
6,3,3.0,-0.08808503299951553,0.0,0.11538461595773697,3.0
6,4,0.0,-0.09341391921043396,0.0,0.0,0.0
6,5,6.0,-0.12989923357963562,0.0,0.30000001192092896,6.0
6,6,0.0,-0.06082708388566971,0.0,0.0,0.0
6,7,7.0,-0.11530735343694687,0.0,0.10144927352666855,7.0
6,8,0.0,-0.0832626223564148,0.0,0.0,0.0
6,9,0.0,-0.11494580656290054,0.0,0.0,0.0
6,10,14.0,-0.08702526986598969,0.0,0.080924853682518,14.0
6,11,18.0,-0.08494362235069275,0.0,0.07258064299821854,18.0
6,12,85.0,-0.07728101313114166,0.0,0.08110687136650085,85.0
6,13,6.0,-0.07168416678905487,0.0,0.02575107291340828,6.0
6,14,0.0,-0.05075197294354439,0.0,0.0,0.0
6,15,1.0,-0.08124548941850662,0.0,0.0833333358168602,1.0
6,16,2.0,-0.10234399139881134,0.0,0.04878048598766327,2.0
6,17,6.0,-0.100833959877491,0.0,0.1034482792019844,6.0
6,18,5.0,-0.05432805046439171,0.0,0.2777777910232544,5.0
6,19,2.0,-0.07622155547142029,0.0,0.1818181872367859,2.0
6,20,1.0,-0.02560029737651348,0.0,0.017543859779834747,1.0
6,21,2.0,-0.03816134110093117,0.0,0.125,2.0
6,22,11.0,-0.09192822873592377,0.0,0.06432748585939407,11.0
6,23,0.0,-0.09139801561832428,0.0,0.0,0.0
6,24,1.0,-0.08605193346738815,0.0,0.05882352963089943,1.0
6,25,8.0,-0.07082592695951462,0.0,0.06896551698446274,8.0
6,26,20.0,-0.20101533830165863,0.0,0.05830903723835945,20.0
6,27,6.0,-0.08843912929296494,0.0,0.04109589010477066,6.0
6,28,1.0,-0.09061945229768753,0.0,0.05263157933950424,1.0
6,29,5.0,-0.05332739278674126,0.0,0.3571428656578064,5.0
6,30,0.0,-0.07937944680452347,0.0,0.0,0.0
6,31,0.0,-0.08604372292757034,0.0,0.0,0.0
6,32,0.0,-0.15811671316623688,0.0,0.0,0.0
6,33,1.0,-0.10129772126674652,0.0,0.0625,1.0
6,34,1.0,-0.0803958997130394,0.0,0.09090909361839294,1.0
6,35,0.0,-0.06806027144193649,0.0,0.0,0.0
6,36,0.0,-0.08245580643415451,0.0,0.0,0.0
6,37,2.0,-0.10285011678934097,0.0,0.10000000149011612,2.0
6,38,3.0,-0.09672555327415466,0.0,0.11999999731779099,3.0
6,39,14.0,-0.08844137191772461,0.0,0.08235294371843338,14.0
6,40,0.0,-0.08374855667352676,0.0,0.0,0.0
6,41,0.0,-0.08791965246200562,0.0,0.0,0.0
6,42,1.0,-0.07215598970651627,0.0,0.0555555559694767,1.0
6,43,1.0,-0.07450040429830551,0.0,0.0357142873108387,1.0
6,44,1.0,-0.10155294835567474,0.0,0.10000000149011612,1.0
6,45,0.0,-0.075626902282238,0.0,0.0,0.0
6,46,6.0,-0.08083203434944153,0.0,0.2857142984867096,6.0
7,0,4.0,-0.05488312616944313,1.0,0.08163265138864517,4.0
7,1,1.0,-0.09981809556484222,1.0,0.07692307978868484,1.0
7,2,0.0,-0.05452113226056099,1.0,0.0,0.0
7,3,6.0,-0.09290898591279984,1.0,0.1875,6.0
7,4,0.0,-0.08047293871641159,1.0,0.0,0.0
7,5,0.0,-0.1416696161031723,1.0,0.0,0.0
7,6,8.0,-0.06687038391828537,1.0,0.3333333432674408,8.0
7,7,6.0,-0.12664368748664856,1.0,0.07999999821186066,6.0
7,8,3.0,-0.08858765661716461,1.0,0.1666666716337204,3.0
7,9,3.0,-0.11794792860746384,1.0,0.1071428582072258,3.0
7,10,17.0,-0.08879157155752182,1.0,0.08947368711233139,17.0
7,11,13.0,-0.09861035645008087,1.0,0.049808427691459656,13.0
7,12,87.0,-0.08011771738529205,1.0,0.07726465165615082,87.0
7,13,18.0,-0.054859984666109085,1.0,0.0717131495475769,18.0
7,14,2.0,-0.05650049448013306,1.0,0.07407407462596893,2.0
7,15,2.0,-0.07125050574541092,1.0,0.1428571492433548,2.0
7,16,10.0,-0.11470533162355423,1.0,0.19607843458652496,10.0
7,17,6.0,-0.09228616207838058,1.0,0.095238097012043,6.0
7,18,3.0,-0.05528544634580612,1.0,0.1428571492433548,3.0
7,19,0.0,-0.05084066092967987,1.0,0.0,0.0
7,20,10.0,-0.028360066935420036,1.0,0.1492537260055542,10.0
7,21,3.0,-0.04060991480946541,1.0,0.15789473056793213,3.0
7,22,21.0,-0.0639495700597763,1.0,0.11170212924480438,21.0
7,23,0.0,-0.06638284772634506,1.0,0.0,0.0
7,24,5.0,-0.08451562374830246,1.0,0.22727273404598236,5.0
7,25,12.0,0.0031550813000649214,1.0,0.09375,12.0
7,26,53.0,-0.20062623918056488,1.0,0.13417720794677734,53.0
7,27,20.0,-0.09228881448507309,1.0,0.12121212482452393,20.0
7,28,2.0,-0.14364632964134216,1.0,0.095238097012043,2.0
7,29,2.0,-0.052867624908685684,1.0,0.125,2.0
7,30,0.0,-0.08283564448356628,1.0,0.0,0.0
7,31,0.0,-0.060824401676654816,1.0,0.0,0.0
7,32,1.0,-0.16149413585662842,1.0,0.07692307978868484,1.0
7,33,3.0,-0.06150692701339722,1.0,0.15789473056793213,3.0
7,34,3.0,-0.09928131103515625,1.0,0.2142857164144516,3.0
7,35,0.0,-0.050243671983480453,1.0,0.0,0.0
7,36,0.0,-0.057571813464164734,1.0,0.0,0.0
7,37,0.0,-0.09274765849113464,1.0,0.0,0.0
7,38,2.0,-0.11319031566381454,1.0,0.07407407462596893,2.0
7,39,23.0,-0.10059130936861038,1.0,0.11917098611593246,23.0
7,40,3.0,-0.04120950028300285,1.0,0.27272728085517883,3.0
7,41,0.0,-0.052304379642009735,1.0,0.0,0.0
7,42,1.0,-0.09347588568925858,1.0,0.05263157933950424,1.0
7,43,2.0,-0.06369585543870926,1.0,0.0714285746216774,2.0
7,44,1.0,-0.11222650855779648,1.0,0.10000000149011612,1.0
7,45,0.0,-0.010673576965928078,1.0,0.0,0.0
7,46,12.0,-0.05118763819336891,1.0,0.3636363744735718,12.0
8,0,10.0,-0.07847829163074493,2.0,0.17543859779834747,10.0
8,1,0.0,-0.135603666305542,2.0,0.0,0.0
8,2,0.0,-0.0616278313100338,2.0,0.0,0.0
8,3,2.0,-0.13391925394535065,2.0,0.05882352963089943,2.0
8,4,0.0,-0.08361876755952835,2.0,0.0,0.0
8,5,3.0,-0.18897204101085663,2.0,0.1304347813129425,3.0
8,6,5.0,-0.09829181432723999,2.0,0.17241379618644714,5.0
8,7,0.0,-0.19553618133068085,2.0,0.0,0.0
8,8,6.0,-0.12380076944828033,2.0,0.25,6.0
8,9,0.0,-0.1683201640844345,2.0,0.0,0.0
8,10,34.0,-0.11476339399814606,2.0,0.15246637165546417,34.0
8,11,34.0,-0.1117711067199707,2.0,0.1152542382478714,34.0
8,12,156.0,-0.07919087260961533,2.0,0.12206573039293289,156.0
8,13,66.0,-0.05314704030752182,2.0,0.21019108593463898,66.0
8,14,2.0,-0.08403708040714264,2.0,0.07999999821186066,2.0
8,15,1.0,-0.08890834450721741,2.0,0.06666667014360428,1.0
8,16,11.0,-0.13642151653766632,2.0,0.17741934955120087,11.0
8,17,7.0,-0.09895767271518707,2.0,0.10000000149011612,7.0
8,18,3.0,-0.06619103252887726,2.0,0.125,3.0
8,19,5.0,-0.06026889383792877,2.0,0.29411765933036804,5.0
8,20,8.0,-0.051301032304763794,2.0,0.10810811072587967,8.0
8,21,8.0,-0.07476512342691422,2.0,0.29629629850387573,8.0
8,22,20.0,-0.07087203115224838,2.0,0.09615384787321091,20.0
8,23,0.0,-0.08226980268955231,2.0,0.0,0.0
8,24,2.0,-0.09771460294723511,2.0,0.0833333358168602,2.0
8,25,10.0,-0.04566904157400131,2.0,0.07246376574039459,10.0
8,26,43.0,-0.264403760433197,2.0,0.0986238569021225,43.0
8,27,19.0,-0.10704026371240616,2.0,0.10326086729764938,19.0
8,28,2.0,-0.16675570607185364,2.0,0.08695652335882187,2.0
8,29,3.0,-0.09502436965703964,2.0,0.15789473056793213,3.0
8,30,0.0,-0.08883600682020187,2.0,0.0,0.0
8,31,0.0,-0.09830272942781448,2.0,0.0,0.0
8,32,2.0,-0.20682653784751892,2.0,0.13333334028720856,2.0
8,33,5.0,-0.1281338334083557,2.0,0.2083333283662796,5.0
8,34,1.0,-0.14045819640159607,2.0,0.06666667014360428,1.0
8,35,0.0,-0.07696752995252609,2.0,0.0,0.0
8,36,1.0,-0.10656566172838211,2.0,0.25,1.0
8,37,2.0,-0.1010729968547821,2.0,0.095238097012043,2.0
8,38,1.0,-0.12378138303756714,2.0,0.0357142873108387,1.0
8,39,25.0,-0.09213070571422577,2.0,0.11520737409591675,25.0
8,40,0.0,-0.0772659182548523,2.0,0.0,0.0
8,41,1.0,-0.05180257931351662,2.0,0.0833333358168602,1.0
8,42,1.0,-0.090572290122509,2.0,0.05000000074505806,1.0
8,43,6.0,-0.06956171989440918,2.0,0.1764705926179886,6.0
8,44,4.0,-0.1374063342809677,2.0,0.2857142984867096,4.0
8,45,1.0,-0.04985395818948746,2.0,0.20000000298023224,1.0
8,46,5.0,-0.07501696795225143,2.0,0.1315789520740509,5.0
9,0,18.0,-0.07902658730745316,3.0,0.2535211145877838,18.0
9,1,2.0,-0.13787290453910828,3.0,0.13333334028720856,2.0
9,2,0.0,-0.11584264039993286,3.0,0.0,0.0
9,3,2.0,-0.1595165878534317,3.0,0.0555555559694767,2.0
9,4,0.0,-0.12036953866481781,3.0,0.0,0.0
9,5,5.0,-0.20648770034313202,3.0,0.1785714328289032,5.0
9,6,4.0,-0.10385390371084213,3.0,0.12121212482452393,4.0
9,7,5.0,-0.20656467974185944,3.0,0.06493506580591202,5.0
9,8,5.0,-0.10659358650445938,3.0,0.18518517911434174,5.0
9,9,4.0,-0.18474729359149933,3.0,0.12903225421905518,4.0
9,10,35.0,-0.12412799149751663,3.0,0.13565891981124878,35.0
9,11,30.0,-0.10922902822494507,3.0,0.0923076942563057,30.0
9,12,183.0,-0.09831694513559341,3.0,0.12525667250156403,183.0
9,13,26.0,-0.07767998427152634,3.0,0.07692307978868484,26.0
9,14,2.0,-0.08721642196178436,3.0,0.0833333358168602,2.0
9,15,7.0,-0.11451571434736252,3.0,0.3181818127632141,7.0
9,16,6.0,-0.10847321897745132,3.0,0.0882352963089943,6.0
9,17,5.0,-0.11403976380825043,3.0,0.06666667014360428,5.0
9,18,2.0,-0.08183210343122482,3.0,0.07692307978868484,2.0
9,19,2.0,-0.07401817291975021,3.0,0.10526315867900848,2.0
9,20,9.0,-0.08241847157478333,3.0,0.10843373835086823,9.0
9,21,3.0,-0.09140288829803467,3.0,0.10000000149011612,3.0
9,22,21.0,-0.08225445449352264,3.0,0.09170305728912354,21.0
9,23,2.0,-0.09758341312408447,3.0,0.1818181872367859,2.0
9,24,7.0,-0.097944475710392,3.0,0.22580644488334656,7.0
9,25,10.0,-0.029517920687794685,3.0,0.07042253762483597,10.0
9,26,92.0,-0.29228290915489197,3.0,0.1858585923910141,92.0
9,27,39.0,-0.13169962167739868,3.0,0.1756756752729416,39.0
9,28,4.0,-0.21490180492401123,3.0,0.14814814925193787,4.0
9,29,3.0,-0.10064756870269775,3.0,0.13636364042758942,3.0
9,30,0.0,-0.1069255992770195,3.0,0.0,0.0
9,31,1.0,-0.10972337424755096,3.0,0.5,1.0
9,32,1.0,-0.23568002879619598,3.0,0.0625,1.0
9,33,1.0,-0.12404239922761917,3.0,0.03999999910593033,1.0
9,34,0.0,-0.17719534039497375,3.0,0.0,0.0
9,35,0.0,-0.07545261085033417,3.0,0.0,0.0
9,36,0.0,-0.07182013988494873,3.0,0.0,0.0
9,37,1.0,-0.11386996507644653,3.0,0.04545454680919647,1.0
9,38,10.0,-0.13064640760421753,3.0,0.2631579041481018,10.0
9,39,26.0,-0.10633297264575958,3.0,0.10699588805437088,26.0
9,40,1.0,-0.08274495601654053,3.0,0.0833333358168602,1.0
9,41,0.0,-0.09550970047712326,3.0,0.0,0.0
9,42,1.0,-0.10135212540626526,3.0,0.0476190485060215,1.0
